_num,_pageUrl,title,metadata,master_image,image_thumb,image_thumb/_source
214,http://collection-politicalgraphics.org/detail.php?module=objects&type=browse&id=1&term=Political+Prisoners&page=1&kv=10806&record=9&module=objects,1. Mai 72,ID Number: 10527 Maker: Guillermo Prado; Luis V. Rodriguez; Inkworks Press; Leonard Peltier Defense Committee Technique: offset Date Made: 1990s Place Made: North America: United States; Kansas Lawrence Measurements: 61 cm x 45.5 cm; 24 in x 17 15/16 in Main Subject: Native Americans; Political Prisoners Materials: paper (fiber product); wrapped corners Digitized: Y Full Text: The Indian Wars Are Not Over Remembering Those Who Didn't Survive 1973 to 1976 Frank Clearwater Buddy Lamont Clarence Cross Priscilla White Plume Julius Bad Heart Bull Melvin Spider Philip Black Elk Aloysius Long Soldier Phillip Little Crow Allison Fast Horse Edward Means Jr. Edward Standing Soldier Roxeine Roark Dennis LeCompte Jackson Washington Cutt Robert Reddy Delpheine Crow Dog Elaine Wagner Floyd S. Binais Yvette Loraine Lone Hill Leon L. Swift Bird Marin Montileaux Stacy Cotter Edith Eagle Hawk Jeanette Bissonette Richard Eagle Hilda R. Good Buffalo Jancita Eagle Deer Ben Sitting Up Kenneth Little Leah Spotted Elk Joseph Stunts Killsright James Briggs Yellow Andrew Paul Stewart Randy Hunter Howard Blue Bird Jim Little Olivia Binais Janice Black Bear Michell Tobacco Carl Plenty Frank LaPointe Anna Mae Pictou Aquash Lydia Cut Glass Byron Desersa Lena R. Slow Bear Hobart Horse Cleveland Reddest Betty Jo Dubray Marvin Two Two Julia Pretty Hips Sam Afraid Of Bear Kevin Hill Betty Means Sandra Wounded Foot Demand Senate Hearings And Executive Clemency Write to the President Congress and Senate Leaders and Demand Justice Now! Free Leonard Peltier And All Political Prisoners Leonard Peltier Defense Committee PO Box 583 Lawrence Kansas 66044 (785) 842-5774 Fax (785) 842-5796 E-mail lpdc@idir.net illustration by Luis V. Rodriguez design by Guillermo Prado printed by Inkworks Press Acquisition Number: / Copyright Status: Under copyright; used by CSPG for educational and research purposes only. Distribution or reproduction beyond that allowed by fair use requires the written permission of the copyright owners.,http://collection-politicalgraphics.org/mxgis/?kv=6023&style=fullsize,http://collection-politicalgraphics.org/mxgis/?kv=6120&style=thumbnail,
1121,http://collection-politicalgraphics.org/detail.php?module=objects&type=browse&id=1&term=Hunger&page=1&kv=1243&record=1&module=objects,10th Annual Encuentro del Canto Popular,ID Number: 11491 Maker: Fireworks Graphics Technique: silkscreen Date Made: circa 1987 Place Made: United States: California Measurements: 63.5 cm x 48.26 cm; 25 in x 19 in Main Subject: Prisons & Prisoners; Women; Political Prisoners Materials: paper (fiber product) Digitized: Y Full Text: Shut Down the Women's Control Unit at Lexington! Stop The Torture Of Political Prisoners & POW's! Acquisition Number: 1993-175 Copyright Status: Copyright status unknown; may be protected by copyright law.,http://collection-politicalgraphics.org/mxgis/?kv=24898&style=fullsize,http://collection-politicalgraphics.org/mxgis/?kv=24898&style=thumbnail; http://collection-politicalgraphics.org/mxgis/?kv=24899&style=thumbnail,
176,http://collection-politicalgraphics.org/detail.php?module=objects&type=browse&id=1&term=Cultural+Events&page=1&kv=31324&record=15&module=objects,1886 Primero de Mayo 1949,ID Number: 15750 Maker: Peace Press; David Feldman Technique: offset Date Made: 1979 Place Made: North America: United States; California Los Angeles Measurements: 61 cm x 43.3 cm; 24 in x 17 1/16 in Main Subject: Ecology; Education Materials: paper (fiber product) Digitized: Y Full Text: Save gasoline read a book. We must rethink our use of time and energy. During the gasoline shortage we can be more creative improve our minds and spend more time with our families. Why not stay home and read a book? Њ© 1979 Peace Press Inc. Photographs By David Feldman. Printed By Peace Press 3828 Willat Culver City CA 90230 Acquisition Number: 2001-113 Copyright Status: Under copyright; used by CSPG for educational and research purposes only. Distribution or reproduction beyond that allowed by fair use requires the written permission of the copyright owners.,http://collection-politicalgraphics.org/mxgis/?kv=37657&style=fullsize,http://collection-politicalgraphics.org/mxgis/?kv=37444&style=thumbnail,
404,http://collection-politicalgraphics.org/detail.php?module=objects&type=browse&id=1&term=Mexico&page=1&kv=4987&record=9&module=objects,1976- What Are We Celebrating?,ID Number: 9627 Maker: Carlos Almaraz; Los Four; Mн©chicano Art Center Technique: silkscreen Date Made: 1977 Place Made: North America: United States; California Los Angeles Measurements: 73.7 cm x 58.5 cm; 29 in x 23 1/16 in Main Subject: Chicano/Latino Materials: paper (fiber product) Digitized: Y Full Text: El Dia De Los Muertos No Tenga Miedo Њ© Almaraz 1977-Los 4 c/s Acquisition Number: 1997-023 Notes: The United Farm Workers logo is pictured in poster as a tattoo Copyright Status: Under copyright; used by CSPG for educational and research purposes only. Distribution or reproduction beyond that allowed by fair use requires the written permission of the copyright owners.,http://collection-politicalgraphics.org/mxgis/?kv=36984&style=fullsize,http://collection-politicalgraphics.org/mxgis/?kv=36933&style=thumbnail,
1442,http://collection-politicalgraphics.org/detail.php?module=objects&type=browse&id=1&term=Housing&page=1&kv=938&record=1&module=objects,20 Years of Struggle Against Misery Exploitation And Repression,ID Number: 10068 Maker: Community Printers Technique: offset Date Made: 1984 Place Made: North America: United States; California Santa Cruz Measurements: 27 cm x 41 cm; 10 5/8 in x 16 1/8 in Main Subject: Lesbian Gay Bisexual Transgender Queer (LGBTQ) Materials: paper (fiber product) Digitized: Y Full Text: Tenth Annual Lesbian and Gay Freedom Day Unity and More in '84 June 23 1984 Santa Cruz Labor Donated Thanks to: The Rainbow Theatre Ensemble The Gay Men's Support Group The Great Exchange! The Saturn Cafн© Louden Nelson Center The Monterey Bay Woman's Alliance The Blue Lagoon Mary Mason UCSC GALA UCSC Women's Studies and many many more! [banners:] Jewish Lesbians Gay Pride Acquisition Number: 1994-062 Copyright Status: Copyright status unknown; may be protected by copyright law.,http://collection-politicalgraphics.org/mxgis/?kv=5964&style=fullsize,http://collection-politicalgraphics.org/mxgis/?kv=6061&style=thumbnail,
125,http://collection-politicalgraphics.org/detail.php?module=objects&type=browse&id=1&term=Capital+Punishment&page=1&kv=127&record=0&module=objects,2da Jornada de Resistencia,ID Number: 10200 Maker: Artist Unknown Technique: silkscreen Date Made: 1980s Place Made: Latin America: Mexico Measurements: 69.9 cm x 47.5 cm; 27 1/2 in x 18 11/16 in Main Subject: Socialism & Communism; Labor Materials: paper (fiber product) Digitized: Y Full Text: el imperialismo crea la condiciн_n del bracero. sн_lo la unidad revolucionaria de los trabajadores podra cambriarla. Acquisition Number: 1996-132 Translation: imperialism creates the conditions of the bracero that only the revolutionary unity of the workers can change. Copyright Status: Copyright status unknown; may be protected by copyright law.,http://collection-politicalgraphics.org/mxgis/?kv=4805&style=fullsize,http://collection-politicalgraphics.org/mxgis/?kv=4904&style=thumbnail,
761,http://collection-politicalgraphics.org/detail.php?module=objects&type=browse&id=1&term=Latin+America%3A+Caribbean+and+Central+America&page=1&kv=13157&record=31&module=objects,3d Annual South Carolina Gay & Lesbian Pride March,ID Number: 9301 Maker: Manuel Gomez Cruz; Mн©chicano Art Center Technique: silkscreen Date Made: 1974 Place Made: North America: United States; California Los Angeles Measurements: 73.7 cm x 58.5 cm; 29 in x 23 1/16 in Main Subject: Chicano/Latino; Viet Nam War Era Materials: paper (fiber product) Digitized: Y Full Text: Boogie Down The Barrios Diggin On The Murals Carnitas Burritos Viva La Raza By Manuel Gomez Cruz Њ© 1974 Acquisition Number: 1997-005 Copyright Status: Under copyright; used by CSPG for educational and research purposes only. Distribution or reproduction beyond that allowed by fair use requires the written permission of the copyright owners.,http://collection-politicalgraphics.org/mxgis/?kv=5832&style=fullsize,http://collection-politicalgraphics.org/mxgis/?kv=5863&style=thumbnail,
825,http://collection-politicalgraphics.org/detail.php?module=objects&type=browse&id=1&term=Art+and+Culture&page=1&kv=4938&record=1&module=objects,3rd Annual Encuentro del Canto Popular,ID Number: 15109 Maker: Wendell Collins Technique: silkscreen Date Made: circa 1980s Place Made: North America: United States; California Los Angeles Measurements: 58.7 cm x 45.9 cm; 23 1/8 in x 18 1/16 in Main Subject: El Salvador (Latin America: Caribbean and Central America); Peace Materials: paper (fiber product) Digitized: Y Full Text: United We Stand In El Salvador for Peace and Justice Acquisition Number: 2001-096 Copyright Status: Copyright status unknown; may be protected by copyright law.,http://collection-politicalgraphics.org/mxgis/?kv=24916&style=fullsize,http://collection-politicalgraphics.org/mxgis/?kv=24916&style=thumbnail; http://collection-politicalgraphics.org/mxgis/?kv=24917&style=thumbnail,
285,http://collection-politicalgraphics.org/detail.php?module=objects&type=browse&id=1&term=Germany&page=1&kv=3057&record=0&module=objects,4A Conferencia de la Juventud Trabajadora,ID Number: 27911 Maker: Roberto Matta Technique: silkscreen Date Made: circa 1977 Place Made: Chile Measurements: 57 cm x 76 cm; 22 7/16 in x 29 15/16 in Main Subject: Chile (Latin America: South America); Imperialism Materials: paper (fiber product) Digitized: Y Full Text: 69/100 [artist signature] Copyright Status: Copyright status unknown; may be protected by copyright law.,http://collection-politicalgraphics.org/mxgis/?kv=16111&style=fullsize,http://collection-politicalgraphics.org/mxgis/?kv=16111&style=thumbnail; http://collection-politicalgraphics.org/mxgis/?kv=16112&style=thumbnail; http://collection-politicalgraphics.org/mxgis/?kv=16111&style=thumbnail; http://collection-politicalgraphics.org/mxgis/?kv=16112&style=thumbnail,
671,http://collection-politicalgraphics.org/detail.php?module=objects&type=browse&id=1&term=Racism&page=1&kv=16576&record=31&module=objects,4th of July 1976,ID Number: 36168 Maker: National Student Center of Thailand; Peace Press Technique: offset Date Made: 1978 Place Made: United States: California Los Angeles Measurements: 55.9 cm x 39.3 cm; 22 in x 15 1/2 in Main Subject: Thailand (Asia: Southeast Asia) Materials: paper (fiber product) Digitized: Y Full Text: NSCT In The Revolutionary War Time National Student Center of Thailand 1978 Copyright Status: Copyright status unknown; may be protected by copyright law.,http://collection-politicalgraphics.org/mxgis/?kv=37580&style=fullsize,http://collection-politicalgraphics.org/mxgis/?kv=37406&style=thumbnail,
427,http://collection-politicalgraphics.org/detail.php?module=objects&type=browse&id=1&term=Mexico&page=1&kv=6994&record=21&module=objects,6Њ_ Congreso Nacional CUT,ID Number: 27971 Maker: Alberto Perez; Patricia Israel; Icira Communicaciones Technique: silkscreen Date Made: circa 1970s Place Made: Chile Measurements: 118.7 cm x 75.5 cm; 46 3/4 in x 29 3/4 in Main Subject: Chile (Latin America) Materials: paper (fiber product) Digitized: Y Full Text: La Unidad Campesina es el Camino al Poder Consejo Comunal Alberto Perez Patricia Israel icira comunicaciones Acquisition Number: 1995-056 Copyright Status: Copyright status unknown; may be protected by copyright law.,http://collection-politicalgraphics.org/mxgis/?kv=18916&style=fullsize,http://collection-politicalgraphics.org/mxgis/?kv=18916&style=thumbnail; http://collection-politicalgraphics.org/mxgis/?kv=18917&style=thumbnail,
653,http://collection-politicalgraphics.org/detail.php?module=objects&type=browse&id=1&term=Imperialism&page=1&kv=14893&record=12&module=objects,700 En Prison Pour Delit D'Opinion,ID Number: 12119 Maker: John Stainthorp Technique: offset Place Made: United States: New York New York Measurements: 61 cm x 45.7 cm; 24 in x 18 in Main Subject: Women; Abortion/Pro-Choice Materials: paper (fiber product) Digitized: Y Full Text: Abortion Rights- Protect the Already Born Every Womanду»s Right to Choose! Stop the Bombers Fight the Terror Illegal Abortion No Sterilization Women Decide Children by Choice Not voluntary Buffalo Long Island New Jersey New York City CARASA Committee for Abortion Rights and Against Sterilization Abuse Members of the Reproductive Rights National Network Acquisition Number: 1999-160 Copyright Status: Copyright status unknown; may be protected by copyright law.,http://collection-politicalgraphics.org/mxgis/?kv=29271&style=fullsize,http://collection-politicalgraphics.org/mxgis/?kv=29271&style=thumbnail; http://collection-politicalgraphics.org/mxgis/?kv=29272&style=thumbnail,
435,http://collection-politicalgraphics.org/detail.php?module=objects&type=browse&id=1&term=Mexico&page=1&kv=6980&record=10&module=objects,77% of Anti-abortion Leaders are Men,ID Number: 2700 Maker: H.T. Lee; Southern Africa Liberation Centre; Comment Publishing Co. Technique: offset Date Made: 1979 Place Made: Australia: Sydney Measurements: 58 x 45 cm; 22.75 x 17.75 in Main Subject: South Africa (Southern Africa); Imperialism Materials: paper (fiber product) Digitized: Y Full Text: Say No! to Portuguese Colonialism Say No! to the Trade Delegation Don't Trade with Head Hunters! Protest! Where: Chifley Square When? Mon 17 Sept. 4.30 pm Authorised by H.T. Lee for Southern Africa Liberation Centre 232 Castlereagh St. Sydney 2000 Printed by Comment Publishing Co. 22 Steam Mill Street Sydney 2000 Acquisition Number: 1995-028 Notes: The Southern Africa Liberation Centre is using irony with the term head hunters to describe the Portuguese Colonialists when the term was originally a racist reference to African and South American peoples. Copyright Status: Copyright status unknown; may be protected by copyright law.,http://collection-politicalgraphics.org/mxgis/?kv=17673&style=fullsize,http://collection-politicalgraphics.org/mxgis/?kv=17673&style=thumbnail; http://collection-politicalgraphics.org/mxgis/?kv=17674&style=thumbnail,
1329,http://collection-politicalgraphics.org/detail.php?module=objects&type=browse&id=1&term=women&page=1&kv=1342&record=9&module=objects,7th Annual Encuentro del Canto Popular,ID Number: 12615 Maker: Paul Davis; Centre Georges Pompidou Technique: offset Date Made: 1970 Place Made: France: Paris Measurements: 68 cm x 49 cm; 26 3/4 in x 19 5/16 in Main Subject: Consumerism; Viet Nam War Era Materials: paper (fiber product) Digitized: Y Full Text: Paul Davis Њ‚FreedomburgerЊй 1970 Galн©rie d'actualitн© du CCI fн©vrier-mars 1977 Њ© Paris Center Georges Pompidou/ CCI 1977 I.M.L. Paris- Printed in France Acquisition Number: \ Notes: The image is a reference to the famous 1851 painting titled George Washington Crossing the Delaware by Emanuel Gottlieb Leutze. Copyright Status: Under copyright; used by CSPG for educational and research purposes only. Distribution or reproduction beyond that allowed by fair use requires the written permission of the copyright owners.,http://collection-politicalgraphics.org/mxgis/?kv=24913&style=fullsize,http://collection-politicalgraphics.org/mxgis/?kv=24913&style=thumbnail; http://collection-politicalgraphics.org/mxgis/?kv=24914&style=thumbnail,
10,http://collection-politicalgraphics.org/detail.php?module=objects&type=browse&id=1&term=Prisons+%26+Prisoners&kv=9337&record=7&page=1&kv=14535&record=30&module=objects,A Call to the People!,ID Number: 12108 Maker: Santa Barbara Tenants Union Technique: silkscreen Date Made: circa 1979 Place Made: North America: United States; California Santa Barbara Measurements: 59 cm x 45 cm; 23 1/4 in x 17 11/16 in Main Subject: Housing Materials: glossy paper (fiber product) Digitized: Y Full Text: Inquilinos Organizense Y Luchemos Union De Inquilinos De Santa Barbara Acquisition Number: 1996-013 Copyright Status: Copyright status unknown; may be protected by copyright law. Exhibition Annotation: Although rent control has been around since the early 1900s demand for it escalated in the 1970s in response to the inflation caused by the Viet Nam War and OPEC oil embargo. Wages did not keep up with rapidly rising rents and gentrification further reduced the supply of affordable housing. The height of tenant organizing took place during the late 1970s and rent control laws were enacted in over 170 cities mainly in the Northeast and California. The Santa Barbara Tenants Union (SBTU) was founded in 1978 and faculty and students from the nearby University of California campus provided experienced organizers. The SBTU organized tenants and tried to establish a rent control law in Santa Barbara comparable to other California cities notably Berkeley and Santa Monica. Although it lasted approximately ten years three unsuccessful electoral campaigns to vote-in rent control ultimately drained the organization of its human and financial resources. Both Spanish and English versions were produced during the organizationду»s early years.,http://collection-politicalgraphics.org/mxgis/?kv=42239&style=fullsize,http://collection-politicalgraphics.org/mxgis/?kv=42080&style=thumbnail,
1164,http://collection-politicalgraphics.org/detail.php?module=objects&type=browse&id=1&term=Anti-Semitism&page=1&kv=9553&record=1&module=objects,"A Cien Aн±os de su Nacimiento ""Zapata Esta Vivo""","ID Number: 25628 Maker: Infant Formula Action Coalition (INFACT); Interfaith Center on Corporate Responsibility Technique: offset Date Made: late 1970s Place Made: New York Measurements: 58 cm x 43 cm; 22 13/16 in x 16 15/16 in Main Subject: Health; Children; Corporations Materials: Paper (fiber product) Digitized: Y Full Text: Profits are up...so is infant malnutrition For more information contact: Infant Formula Program Interfaith Center on Corporate Responsibility 475 Riverside Drive Room 566 212/870-2750 National INFACT 1701 University Ave. SE Minneapolis MN 55414 612/231-2333 Acquisition Number: 2005-036 Production Notes: see notepad for annotation; same annotation as for 5257 Copyright Status: Copyright status unknown; may be protected by copyright law. Exhibition Annotation: Nestlн© Boycott Every 30 seconds a baby dies from unsafe bottle feeding. Each year ten million infants suffer from severe diarrhea malnutrition and disease because they are not breastfed. Over one million of them die while those who survive often suffer permanent physical and mental damage. From 1977-1984 an international boycott against Nestlн© Products was organized to protest the promotion and sale of infant baby formula to developing nations. Mothers were told that formula was better than breast milk and sufficient ""free samples"" were given to last until the new mothers' own milk dried up. Due to lack of sanitation high illiteracy rates and poverty the necessary preparation conditions and adequate quantity of formula were rarely available. The boycott was the largest non-union consumer boycott in history targeting Swiss-based Nestlн© which has 50% of the market share of the infant formula industry. The boycott was reinstated in 1988 when Nestlн© and others broke their promise to abide by the World Health Organization and is still in effect. The problem is no longer limited to developing nations. It is a pressing issue in the United States as well with welfare families spending as much as 39 percent of their low income on formula.",http://collection-politicalgraphics.org/mxgis/?kv=46411&style=fullsize,http://collection-politicalgraphics.org/mxgis/?kv=46255&style=thumbnail,
891,http://collection-politicalgraphics.org/detail.php?module=objects&type=browse&id=1&term=Viet+Nam+War+Era&page=1&kv=9342&record=17&module=objects,A Cultura нЉ A Liberdade Do Povo,ID Number: 11886 Maker: Rachael Romero; San Francisco Poster Brigade; Inkworks Press; Bay Area Namibia Action Group Technique: offset Date Made: 1978 Place Made: United States: California San Francisco Measurements: 57 cm x 44.5 cm; 22 7/16 in x 17 1/2 in Main Subject: Namibia (Southern Africa); Corporations Materials: paper (fiber product) Digitized: Y Full Text: Del Monte Profits From Apartheid DelMonte Violates International Law By Purchasing And Shipping Sardines From Namibia A Country Illegally Occupied By South Africa. Within South Africa DelMonte Profits From Slave Conditions In Its Large Food Processing Plant. Support The Liberation Struggle Boycott All Del Monte Products Bay Area Namibia Action Group PO Box 6088 San Francisco CA 94102 Not for Sale San Francisco Poster Brigade. Inkworks Labor Donated Acquisition Number: 1993-155 Copyright Status: Copyright status unknown; may be protected by copyright law.,http://collection-politicalgraphics.org/mxgis/?kv=46365&style=fullsize,http://collection-politicalgraphics.org/mxgis/?kv=46232&style=thumbnail,
1099,http://collection-politicalgraphics.org/detail.php?module=objects&type=browse&id=1&term=Health&page=1&kv=16626&record=11&module=objects,"A Fetus is ""Viable"" At:",ID Number: 16050 Maker: Robbie Conal Technique: offset Date Made: 1992 Place Made: United States: California Los Angeles Measurements: 68 cm x 39 cm; 26 3/4 in x 15 3/8 in Main Subject: Women; Abortion/Pro-Choice Materials: glossy paper (fiber product) Digitized: Y Full Text: Gag Me with a Coat Hanger Chief Justice William Rehnquist Use Your Voice! Vote For Choice! Acquisition Number: 2008-163 Copyright Status: Under copyright; used by CSPG with permission.,http://collection-politicalgraphics.org/mxgis/?kv=29307&style=fullsize,http://collection-politicalgraphics.org/mxgis/?kv=29307&style=thumbnail; http://collection-politicalgraphics.org/mxgis/?kv=29308&style=thumbnail,
480,http://collection-politicalgraphics.org/detail.php?module=objects&type=browse&id=1&term=Immigration&page=1&kv=29005&record=37&module=objects,A Free Palestine,"ID Number: 11121 Maker: Akwesasne Notes; Glad Day Press Technique: offset Date Made: 1973-1979 Place Made: North America: United States; New York Rooseveltown Measurements: 57 cm x 44.5 cm; 22 7/16 in x 17 1/2 in Main Subject: Native Americans; Political Prisoners Materials: paper (fiber product); wrapped corners Digitized: Y Full Text: ""We Decided That Our Indian People Are Worth More To Us Than Long Jail Terms."" -Carter Camp Wounded Knee 1973 Glad Day Press (We are grateful to Bruce Carter for the woodcut on which this poster is based. This poster is one of 13 published by Akwesasne Notes. Reprints on heavy poster paper of this poster or any in the set are available from Akwesasne Notes Mohawk Nation via Rooseveltown N.Y. 13683. Acquisition Number: 1996-132 Copyright Status: Copyright status unknown; may be protected by copyright law.",http://collection-politicalgraphics.org/mxgis/?kv=6166&style=fullsize,http://collection-politicalgraphics.org/mxgis/?kv=6311&style=thumbnail,
1579,http://collection-politicalgraphics.org/detail.php?module=objects&type=browse&id=1&term=Education&page=1&kv=12577&record=13&module=objects,A Human Family Beyond Borders,ID Number: 10206 Maker: American Friends Service Committee; Mexican Friends Service Committee Technique: offset Date Made: Date Unknown Place Made: North America: United States; Pennsylvania Philadelphia Measurements: 44.8 cm x 38 cm; 17 5/8 in x 14 15/16 in Main Subject: Immigration Materials: paper (fiber product); wrapped corners Digitized: Y Full Text: A Human Family Beyond Borders Mexico/U.S. Border Program El Programa Fronterizo American Friends Service Committee 1501 Cherry St.  Philadelphia Pa. 19102 Mexican Friends Service Committee Ignacio Mariscal #132 Mexico 1 D.F. Mexico Texas: P.O. Box 789 Brownsville Texas 78520 California: 980 N. Fair Oaks Ave. Pasadena California 91103 Florida: 1205 Sunset Drive Miami Florida 33143 Acquisition Number: 1996-132 Copyright Status: Copyright status unknown; may be protected by copyright law.,http://collection-politicalgraphics.org/mxgis/?kv=12858&style=fullsize,http://collection-politicalgraphics.org/mxgis/?kv=12860&style=thumbnail; http://collection-politicalgraphics.org/mxgis/?kv=12858&style=thumbnail,
56,http://collection-politicalgraphics.org/detail.php?module=objects&type=browse&id=1&term=Prisons+%26+Prisoners&kv=10402&record=9&page=1&kv=34707&record=40&module=objects,A Matter of Life and Debt,"ID Number: 4941 Maker: Jeff Schlanger; Artists Poster Committee Technique: offset Date Made: circa 1968 Place Made: United States Measurements: 54 cm x 21.6 cm; 21 1/4 in x 8 1/2 in Main Subject: Viet Nam War Era; Children Materials: paper (fiber product) Digitized: Y Full Text: Would You Burn A Child? When Necessary. Acquisition Number: 1994-110 Notes: Photo inspired ""napalm madonna"" - possibly came from Life Magazine. The child shown in the bottom photo was burned by Napalm. Copyright Status: Copyright status unknown; may be protected by copyright law.",http://collection-politicalgraphics.org/mxgis/?kv=42968&style=fullsize,http://collection-politicalgraphics.org/mxgis/?kv=42386&style=thumbnail,
398,http://collection-politicalgraphics.org/detail.php?module=objects&type=browse&id=1&term=Mexico&page=1&kv=2219&record=3&module=objects,A Plea For Help In Stopping Pollution,"ID Number: 11989 Maker: Vicente Serra Lloret; Efecto Grafico Technique: silkscreen Date Made: 1992 Place Made: Spain Measurements: 60.5 cm x 90 cm; 23 13/16 in x 35 7/16 in Main Subject: Poverty; Mexico (North America); United States of America (North America) Materials: paper (fiber product) Digitized: Y Full Text: America Acquisition Number: 1994-038 Notes: The letters ""rica"" in the word ""America"" are crossed out. ""Rica"" means ""rich"" in Spanish. Produced in Valencia Spain as part of a 100 piece set commemorating the Quincentennial of the Americas from the perspective of international artists. Copyright Status: Copyright status unknown; may be protected by copyright law.",http://collection-politicalgraphics.org/mxgis/?kv=49540&style=fullsize,http://collection-politicalgraphics.org/mxgis/?kv=49193&style=thumbnail,
778,http://collection-politicalgraphics.org/detail.php?module=objects&type=browse&id=1&term=Venice%2C+California+%28North+America%3A+United+States+of+America%29&page=1&kv=16115&record=16&module=objects,A Siqueiros Al Partir,ID Number: 41420 Maker: TruthInducedParanoia Technique: offset Date Made: 2011 Place Made: United States Measurements: 38.1 cm x 44.4 cm; 15 in x 17 1/2 in Main Subject: Israel (Middle East) Materials: glossy paper (fiber product) Digitized: Y Full Text: Boycott Israel 7290000000008 Avoid Products with Barcode starting 729 Danger Israeli Products Help Fund the Oppression and Murder of Palestinians Acquisition Number: 2013-057 Notes: Artist website: http://truthinducedparanoia.com/,http://collection-politicalgraphics.org/mxgis/?kv=46455&style=fullsize,http://collection-politicalgraphics.org/mxgis/?kv=46277&style=thumbnail,
1566,http://collection-politicalgraphics.org/detail.php?module=objects&type=browse&id=1&term=Education&page=1&kv=6995&record=6&module=objects,A Trabajar!,ID Number: 27974 Maker: Mono-Guito; Impresora Horizonte Technique: offset Date Made: circa 1972 Place Made: Chile Measurements: 73.5 cm x 51.4 cm; 28 15/16 in x 20 1/4 in Main Subject: Chile (Latin America: South America); Socialism & Communism Materials: paper (fiber product) Digitized: Y Full Text: 7 JJCC Participa el la Emulacion de Saludo de Saludo al 7Њ_ Congreso Emulaciн_n- 72 Impresora Horizonte - Lira 363. Mono- Guito Acquisition Number: 1995-056 Copyright Status: Copyright status unknown; may be protected by copyright law.,http://collection-politicalgraphics.org/mxgis/?kv=18922&style=fullsize,http://collection-politicalgraphics.org/mxgis/?kv=18922&style=thumbnail; http://collection-politicalgraphics.org/mxgis/?kv=18923&style=thumbnail,
609,http://collection-politicalgraphics.org/detail.php?module=objects&type=browse&id=1&term=Children&page=1&kv=12577&record=11&module=objects,ЊзCesen Deportaciн_n!,ID Number: 10190 Maker: Partido de la Revoluciн_n Democrнзtica Technique: offset Date Made: after 1973 Place Made: Latin America: Mexico Measurements: 40.3 cm x 60.3 cm; 15 7/8 in x 23 3/4 in Main Subject: Immigration; Mexico (North America) Materials: paper (fiber product); wrapped corners Digitized: Y Full Text: PRD Partido De La Revoluciн_n Democrнзtica Secretarн_a De Derechos Humanos Migrante ЊзDefiende Tus Derechos! Por una respuesta nacional digna y pacн_fica a la ola antiinmigrante en los Estados Unidos Centros De Apoyo Al Migrante Tijuana B.C.[...] Nogales Son.[...] Cd. Juнзrez Chih.[...] Reynosa Tamps.[...] ЊзCesen Deportaciн_n! Rupert Garcн_a / ЊзCesen Deportaciн_n! 1973/ serigrafн_a/ 20 x 26 in./Cartel chicano clнзsico/ cortesн_a del artista y de la Galerн_a Daniel Saxon Los Angeles. Acquisition Number: 1999-010 Translation: PRD Partido De La Revoluciн_n Democrнзtica Secretariat Of Human Rights Migrant ЊзDefend Your Rights! For a worthy and peaceful national answer to the antiimmigrant wave in the United States Center Of Support For The Migrant Tijuana B.C.[...] Nogales Son.[...] Cd. Juнзrez Chih.[...] Reynosa Tamps.[...] ЊзCease Deportation! Rupert Garcн_a / ЊзCesen Deportaciн_n! 1973/ serigrafн_a/ 20 x 26 in./Cartel chicano clнзsico/ the artist's courtesy and that of the Daniel Saxon Gallery Los Angeles Copyright Status: Copyright status unknown; may be protected by copyright law.,http://collection-politicalgraphics.org/mxgis/?kv=12840&style=fullsize,http://collection-politicalgraphics.org/mxgis/?kv=12840&style=thumbnail; http://collection-politicalgraphics.org/mxgis/?kv=12842&style=thumbnail,
818,http://collection-politicalgraphics.org/detail.php?module=objects&type=browse&id=1&term=Art+and+Culture&page=1&kv=16223&record=16&module=objects,ЊзConozca Sus Derechos!,ID Number: 10023 Maker: Rodolfo Tejera Technique: silkscreen Date Made: circa 1980s Place Made: North America: United States; California San Francisco Measurements: 58.5 cm x 44.5 cm; 23 1/16 in x 17 1/2 in Main Subject: Corporations; Globalization & International Economics; Consumerism Materials: paper (fiber product); wrapped corners Digitized: Y Full Text: Coca Cola [signed in pencil] P/A Rodolfo Tejera Acquisition Number: 1998-065 Copyright Status: Copyright status unknown; may be protected by copyright law. Exhibition Annotation: Vladimir Ilyich Lenin Russian revolutionary and the first head of the Soviet Union is shown drinking a coke. Designed by a Cuban artist while in the U. S. the artist is making an ironic statement about the attraction of думforbiddenдуќ Western products. In 1972 Pepsi signed an agreement with the Soviet Union that made it the first Western product to be sold to Russian consumers. Coca Cola was considered synonymous with capitalism and was only legally sold in Russia after the collapse of the Soviet Union in 1991.,http://collection-politicalgraphics.org/mxgis/?kv=46761&style=fullsize,http://collection-politicalgraphics.org/mxgis/?kv=46649&style=thumbnail,
